id,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,delta_mean_1,delta_mean_2,delta_mean_3,delta_mean_4,delta_mean_5,delta_mean_6,delta_mean_7,delta_mean_8,delta_mean_9,delta_mean_10,delta_mean_11,delta_mean_12,delta_mean_13,delta_std_1,delta_std_2,delta_std_3,delta_std_4,delta_std_5,delta_std_6,delta_std_7,delta_std_8,delta_std_9,delta_std_10,delta_std_11,delta_std_12,delta_std_13,delta2_mean_1,delta2_mean_2,delta2_mean_3,delta2_mean_4,delta2_mean_5,delta2_mean_6,delta2_mean_7,delta2_mean_8,delta2_mean_9,delta2_mean_10,delta2_mean_11,delta2_mean_12,delta2_mean_13,delta2_std_1,delta2_std_2,delta2_std_3,delta2_std_4,delta2_std_5,delta2_std_6,delta2_std_7,delta2_std_8,delta2_std_9,delta2_std_10,delta2_std_11,delta2_std_12,delta2_std_13
31111101,-726.2172241210938,68.54141998291016,3.2933976650238037,12.205300331115723,5.51027774810791,13.667407989501953,-2.98382830619812,3.098029136657715,-3.3108134269714355,-1.56438410282135,-7.861652374267578,-2.124281644821167,2.8492040634155273,157.850830078125,84.21934509277344,20.39325523376465,21.08499526977539,13.634708404541016,19.163043975830078,14.063681602478027,8.619501113891602,10.998985290527344,8.34862995147705,12.845314979553223,7.708873748779297,8.651434898376465,9.84437988904574e-08,0.0,0.0,6.1527374306535876e-09,0.0,1.2305474861307175e-08,0.0,6.1527374306535876e-09,1.5381843576633969e-09,-6.1527374306535876e-09,-6.1527374306535876e-09,-3.0763687153267938e-09,6.1527374306535876e-09,10.304344177246094,6.398195266723633,3.1211752891540527,3.130539894104004,2.446451187133789,2.4458963871002197,2.4023971557617188,1.7098075151443481,1.583235263824463,1.233089566230774,1.6762079000473022,1.1523100137710571,1.513175129890442,1.5381843576633969e-09,-3.0763687153267938e-09,3.0763687153267938e-09,3.0763687153267938e-09,0.0,1.5381843576633969e-09,1.5381843576633969e-09,-1.9227304193236705e-09,7.690921788316984e-10,-5.768191480015616e-10,-1.1536382960031233e-09,9.613652096618353e-10,-1.9227304193236705e-09,2.3191025257110596,1.5388904809951782,0.8041598796844482,0.7943652272224426,0.6008251905441284,0.5166646838188171,0.5711073875427246,0.4482724368572235,0.349491685628891,0.30050408840179443,0.43128395080566406,0.29236236214637756,0.3646543323993683
31111201,-719.1282958984375,70.20156860351562,1.1683969497680664,13.122543334960938,7.836949825286865,14.411290168762207,-4.111359596252441,4.468973159790039,-3.5393667221069336,-3.6586074829101562,-7.64850378036499,-1.4770774841308594,3.0318210124969482,159.3560028076172,78.61282348632812,23.063350677490234,18.99679946899414,12.449026107788086,19.21831703186035,14.516836166381836,8.057330131530762,11.509418487548828,8.151206016540527,12.590632438659668,7.271215915679932,8.20228385925293,0.0,4.8750123937679746e-08,6.093765492209968e-09,-2.4375061968839873e-08,-1.2187530984419936e-08,0.0,-6.093765492209968e-09,-7.61720730935167e-09,-3.046882746104984e-09,6.093765492209968e-09,-6.093765492209968e-09,-6.093765492209968e-09,-1.523441373052492e-09,11.300445556640625,6.084507465362549,3.9838507175445557,2.4714102745056152,2.0010740756988525,2.5223515033721924,2.146219491958618,1.509429693222046,1.478201985359192,1.224400281906128,1.581573486328125,1.156707525253296,1.3592491149902344,0.0009253596072085202,0.0013051338028162718,0.0012947004288434982,0.0012774909846484661,0.0012537740403786302,0.0012239068746566772,0.001188344438560307,0.0011476182844489813,0.0011023313272744417,0.0010531233856454492,0.0010006969096139073,0.000945769774261862,0.0008890640456229448,2.6375911235809326,1.4671214818954468,1.0014829635620117,0.6009531021118164,0.4571886658668518,0.5335986018180847,0.504094660282135,0.37849947810173035,0.3242398798465729,0.30405986309051514,0.39995500445365906,0.2802017033100128,0.3040444254875183
31112101,-714.9957275390625,69.68934631347656,3.9245636463165283,11.924189567565918,6.421723365783691,11.011613845825195,-2.878103017807007,4.509557723999023,-4.476109027862549,-2.6715493202209473,-7.499283313751221,-2.962265729904175,1.8734846115112305,162.87423706054688,85.79600524902344,17.979307174682617,24.541765213012695,10.203607559204102,16.115140914916992,15.472129821777344,9.876255989074707,11.993233680725098,8.232803344726562,13.146093368530273,7.749166965484619,8.564483642578125,-0.0040375650860369205,-0.005622540600597858,-0.005369590129703283,-0.004975523799657822,-0.004468526225537062,-0.003870600601658225,-0.003193560289219022,-0.0024440528359264135,-0.0016332061495631933,-0.0007848335662856698,6.384958396665752e-05,0.0008698627934791148,0.001596121466718614,10.203646659851074,7.578253269195557,2.8917198181152344,3.1777217388153076,1.7418142557144165,1.9389464855194092,2.281731367111206,1.2685766220092773,1.5392529964447021,1.3445810079574585,1.5536489486694336,1.069132685661316,1.3225505352020264,0.0031902207992970943,0.004496037028729916,0.004448826890438795,0.004368879832327366,0.004255800042301416,0.004110950045287609,0.0039378320798277855,0.003741384716704488,0.0035267022904008627,0.003297812771052122,0.0030574260745197535,0.0028074716683477163,0.002550243167206645,2.143876314163208,1.6689519882202148,0.712367057800293,0.7608906626701355,0.4366695284843445,0.4222383499145508,0.5043268799781799,0.2954687476158142,0.343786358833313,0.3437567949295044,0.37106579542160034,0.23657695949077606,0.28159061074256897
31112201,-710.9752807617188,67.56488800048828,5.782241344451904,13.23072624206543,6.190845489501953,12.628252029418945,-1.6751693487167358,5.657493591308594,-4.950633525848389,-3.4775454998016357,-7.416557788848877,-1.9370040893554688,2.2715253829956055,161.7758331298828,78.59396362304688,20.279502868652344,24.528291702270508,11.280048370361328,16.704357147216797,13.141412734985352,8.686153411865234,12.079803466796875,9.627914428710938,12.144599914550781,7.221592903137207,7.590824604034424,-0.01399568933993578,-0.011389021761715412,0.004030637443065643,0.008220314048230648,-0.004785275086760521,-0.021722767502069473,-0.02456292137503624,-0.010221833363175392,0.006365091074258089,0.009176068939268589,-0.0013064858503639698,-0.00992332212626934,-0.005100161302834749,10.738338470458984,7.764558792114258,3.1109142303466797,2.926192045211792,1.9542183876037598,1.9429007768630981,1.9488160610198975,1.3758302927017212,1.5593265295028687,1.6340548992156982,1.6911507844924927,1.177183985710144,1.2483417987823486,-0.005999877117574215,-0.006906555965542793,-0.0035923111718147993,-0.000872407981660217,0.0005312850116752088,0.0010750613873824477,0.0010959935607388616,0.0008770723361521959,0.0007323506870307028,0.0005925925797782838,0.00024029712949413806,-0.00039082244620658457,-0.0015108953230082989,2.2094969749450684,1.8235551118850708,0.772365927696228,0.6983635425567627,0.4907466471195221,0.45401403307914734,0.42363306879997253,0.3464224934577942,0.35944414138793945,0.42059504985809326,0.404766321182251,0.2748146057128906,0.29197123646736145
31211101,-759.9217529296875,75.78352355957031,6.0236053466796875,14.557394027709961,6.454187393188477,14.631507873535156,-3.0045509338378906,4.620970249176025,-5.200016021728516,-0.7074300646781921,-7.790287017822266,-3.564948320388794,2.1809699535369873,162.98658752441406,78.56627655029297,23.161619186401367,23.703449249267578,13.676399230957031,18.99056053161621,14.327634811401367,9.515069007873535,11.674163818359375,7.7869696617126465,11.38271713256836,7.870652675628662,9.364859580993652,-0.03026580810546875,-0.041927337646484375,-0.039933186024427414,-0.037432510405778885,-0.03501724451780319,-0.03316332772374153,-0.03151426091790199,-0.029846632853150368,-0.027558136731386185,-0.024353323504328728,-0.020837312564253807,-0.017428208142518997,-0.014593121595680714,11.329703330993652,6.37397575378418,3.945281982421875,2.9446282386779785,2.2788240909576416,2.196024179458618,2.0373783111572266,1.5530760288238525,1.591235876083374,1.3630353212356567,1.348547339439392,1.12484872341156,1.4101629257202148,-0.00018653667939361185,-0.0001684118469711393,4.242055365466513e-05,0.0002931083436124027,0.00047895958414301276,0.000512380211148411,0.0004565331619232893,0.00036018583341501653,0.0003052192332688719,0.00034241072717122734,0.000431087362812832,0.0005525476299226284,0.0006417186232283711,2.561645746231079,1.4563151597976685,0.9495792984962463,0.6683250665664673,0.5276417136192322,0.4446418583393097,0.4539530277252197,0.3614862263202667,0.3648940622806549,0.3354773223400116,0.3141275644302368,0.2674870789051056,0.2961243689060211
31211201,-735.006591796875,79.09304809570312,8.141051292419434,11.413549423217773,5.174123764038086,15.393284797668457,-2.7520718574523926,2.9645836353302,-5.38897180557251,-1.691832423210144,-5.852834701538086,-4.043287754058838,3.004640817642212,146.5750732421875,81.97409057617188,23.457630157470703,24.758771896362305,12.365224838256836,19.791833877563477,12.571642875671387,7.618042945861816,11.941264152526855,6.543749809265137,9.744220733642578,8.198055267333984,9.210759162902832,0.003783728228881955,0.005337190348654985,0.00529463030397892,0.005224144551903009,0.005126258824020624,0.005001862533390522,0.004851961974054575,0.004677868448197842,0.004480954259634018,0.004263003822416067,0.004025731701403856,0.003771144198253751,0.0035013584420084953,10.37686538696289,6.133889198303223,3.885948419570923,3.1189684867858887,2.1232523918151855,2.078260898590088,2.0312130451202393,1.1719520092010498,1.4984910488128662,1.0786092281341553,1.363144874572754,1.1153048276901245,1.3541951179504395,0.001630644779652357,0.0023012894671410322,0.0022868122905492783,0.002262825844809413,0.002229526173323393,0.0021872061770409346,0.00213621580041945,0.0020769862458109856,0.00201001251116395,0.001935868407599628,0.0018551561515778303,0.0017685478087514639,0.0016767533961683512,2.2150661945343018,1.311432957649231,0.91555255651474,0.6674546599388123,0.5013796091079712,0.4083593785762787,0.4390909969806671,0.2706419825553894,0.3487810790538788,0.2632023096084595,0.31738513708114624,0.25458842515945435,0.2843814492225647
31212101,-733.52490234375,81.58985900878906,4.8633575439453125,14.423686027526855,5.267688751220703,13.968560218811035,-3.0856165885925293,7.173245429992676,-4.821438312530518,-0.9674487709999084,-6.250473499298096,-3.8666398525238037,3.325518846511841,179.08639526367188,89.54561614990234,22.67397689819336,26.3115291595459,12.80923080444336,18.27067756652832,15.189872741699219,10.292572975158691,11.359607696533203,8.375088691711426,12.630484580993652,8.374072074890137,10.404874801635742,-0.002139569725841284,-0.0030198951717466116,-0.0030025492887943983,-0.0029738289304077625,-0.002934000687673688,-0.002883574925363064,-0.0028230207972228527,-0.0027529881335794926,-0.0026742187328636646,-0.002587500959634781,-0.0024937656708061695,-0.0023939311504364014,-0.0022890111431479454,10.520257949829102,8.30958366394043,3.570429801940918,3.099656343460083,2.169506788253784,2.164348840713501,2.1429107189178467,1.451430320739746,1.5521636009216309,1.502478837966919,1.6812453269958496,1.1275635957717896,1.4249043464660645,-5.515730663319118e-05,-7.795925193931907e-05,-7.787881622789428e-05,-7.774546975269914e-05,-7.75483567849733e-05,-7.72845814935863e-05,-7.694615487707779e-05,-7.65256627346389e-05,-7.600842218380421e-05,-7.53810309106484e-05,-7.46368823456578e-05,-7.375975110335276e-05,-7.273985829669982e-05,2.159332513809204,1.87477445602417,0.7979906797409058,0.7198893427848816,0.5138037800788879,0.4834873676300049,0.4358394742012024,0.356101930141449,0.36868107318878174,0.36425647139549255,0.39094582200050354,0.24926668405532837,0.2908107340335846
31212201,-728.3629760742188,82.32493591308594,7.500576496124268,12.542465209960938,6.788125038146973,14.805659294128418,-2.9095804691314697,6.937839031219482,-4.844339847564697,-1.8469232320785522,-5.687710285186768,-3.6666533946990967,2.2403512001037598,175.01202392578125,88.63848876953125,20.165996551513672,24.35699462890625,10.5498046875,17.106565475463867,13.235973358154297,9.132057189941406,11.831189155578613,8.109428405761719,11.342878341674805,8.252148628234863,9.305952072143555,-0.012989254668354988,-0.018207339569926262,-0.017736036330461502,-0.016998454928398132,-0.01606089435517788,-0.015005907043814659,-0.013923647813498974,-0.012902293354272842,-0.01201885286718607,-0.011331502348184586,-0.01087399385869503,-0.010652875527739525,-0.010647887364029884,9.85687255859375,7.816701889038086,3.152305841445923,3.0227136611938477,1.7143744230270386,2.0790977478027344,1.9081854820251465,1.5940808057785034,1.5007503032684326,1.4359403848648071,1.4940792322158813,1.0712203979492188,1.3976103067398071,0.00249323807656765,0.003273874754086137,0.002666862914338708,0.002045960398390889,0.001704528694972396,0.001693942118436098,0.001813988434150815,0.001784221502020955,0.0014597316039726138,0.0009311091853305697,0.00044623547000810504,0.00022682712005916983,0.00032172721694223583,1.9207619428634644,1.7638440132141113,0.6822485327720642,0.7126432061195374,0.39724022150039673,0.4696778953075409,0.4279961585998535,0.41436484456062317,0.3469495177268982,0.34596139192581177,0.3466554582118988,0.24320508539676666,0.2807850241661072
31221101,-771.625244140625,83.32755279541016,9.759607315063477,14.268048286437988,6.201725959777832,16.020977020263672,-2.846898317337036,4.470250129699707,-5.536262035369873,0.87879478931427,-5.348248481750488,-3.0295565128326416,2.34057354927063,177.1251983642578,81.09255981445312,21.5277042388916,24.608369827270508,12.705015182495117,19.925140380859375,13.995504379272461,8.732266426086426,11.855420112609863,6.50108003616333,9.354108810424805,8.118745803833008,9.082780838012695,0.027980849146842957,0.030665123835206032,0.022046329453587532,0.018221789970993996,0.016718998551368713,0.015736360102891922,0.01421427447348833,0.009135778062045574,0.0031332476064562798,0.004635831341147423,0.006244275253266096,0.008787620812654495,0.00982855074107647,10.479323387145996,6.181778907775879,3.6647963523864746,2.844683885574341,1.8966221809387207,2.2440683841705322,2.0601115226745605,1.4003630876541138,1.5431292057037354,1.2616581916809082,1.3086611032485962,1.026057481765747,1.2911701202392578,0.013069340959191322,0.01603001542389393,0.013275341130793095,0.011275305412709713,0.00998965185135603,0.009168639779090881,0.008598217740654945,0.006993311457335949,0.004755410831421614,0.0045703100040555,0.003922739997506142,0.0030231745913624763,0.001792726805433631,2.1807894706726074,1.3792346715927124,0.8926424384117126,0.6128988265991211,0.41364720463752747,0.4587329030036926,0.42523032426834106,0.3111013174057007,0.3570055365562439,0.3208889067173004,0.3131932318210602,0.21918930113315582,0.2732434868812561
31221201,-733.9896240234375,82.99156951904297,3.7967939376831055,13.411559104919434,3.1084964275360107,16.039552688598633,-5.652945041656494,5.560671329498291,-7.840987205505371,-1.1772103309631348,-5.728786468505859,-4.109694004058838,3.8823819160461426,157.9519500732422,80.3683090209961,24.129758834838867,24.61301040649414,12.357739448547363,19.801429748535156,15.008393287658691,10.417044639587402,13.334312438964844,6.79192590713501,9.359659194946289,9.152853965759277,9.822521209716797,-0.00039169637602753937,-0.0005536180688068271,-0.0005526643944904208,-0.000551063974853605,-0.0005488141905516386,-0.0005459506646730006,-0.0005424885312095284,-0.0005384049727581441,-0.0005337449838407338,-0.0005285245133563876,-0.0005227479268796742,-0.0005164450849406421,-0.0005096400273032486,10.285238265991211,5.915955543518066,4.143621444702148,2.892667293548584,2.0881807804107666,2.150336265563965,2.2247166633605957,1.5544378757476807,1.7216631174087524,1.114516258239746,1.262762188911438,1.3017150163650513,1.3834831714630127,0.00011025337153114378,0.00015583443746436387,0.00015551992692053318,0.0001550050510559231,0.00015428107872139663,0.00015335514035541564,0.00015223216905724257,0.00015091357636265457,0.00014940260734874755,0.00014771061250939965,0.00014583957090508193,0.00014379556523635983,0.0001415844599250704,2.2242982387542725,1.1493422985076904,0.948993444442749,0.5989865064620972,0.4852887988090515,0.4095224142074585,0.505162239074707,0.3549881875514984,0.3796685039997101,0.24572183191776276,0.28794994950294495,0.3092469573020935,0.3070138990879059
31222101,-735.9586791992188,83.71624755859375,8.72074031829834,16.973064422607422,1.300417184829712,16.308208465576172,-2.998903512954712,8.180384635925293,-9.68177318572998,1.4794083833694458,-8.105539321899414,-3.2144181728363037,3.279629945755005,187.68946838378906,82.62918853759766,26.90360450744629,26.548768997192383,11.67238712310791,17.852455139160156,12.928086280822754,11.110773086547852,14.561470985412598,8.981865882873535,13.170050621032715,9.15263557434082,10.215396881103516,-0.11481307446956635,-0.0599638931453228,-0.012372869066894054,0.02322901412844658,0.016214784234762192,-0.01630859076976776,-0.015145043842494488,0.0029492753092199564,0.025126416236162186,0.027264880016446114,0.019761396571993828,0.017604026943445206,-0.007615058217197657,11.183907508850098,7.062269687652588,3.9556467533111572,2.970431089401245,1.945652723312378,2.302870035171509,2.0630807876586914,1.7158782482147217,1.8483017683029175,1.4964699745178223,1.4305816888809204,1.1955134868621826,1.288138747215271,0.014769678935408592,0.007904072292149067,0.00650575989857316,0.0049716997891664505,0.003043828532099724,0.0052815028466284275,0.009339543990790844,0.009093607775866985,0.005762697663158178,0.005339837167412043,0.00687531940639019,0.0074878777377307415,0.008975937962532043,2.3566994667053223,1.2998929023742676,0.8597108125686646,0.6114250421524048,0.42817422747612,0.5155807733535767,0.45678088068962097,0.4113413393497467,0.42863890528678894,0.32892218232154846,0.2946039140224457,0.25827494263648987,0.27153119444847107
31222201,-724.8057861328125,83.05964660644531,0.8636631965637207,13.715781211853027,5.3935227394104,15.342070579528809,-3.8907716274261475,6.682706832885742,-9.109153747558594,-2.31089448928833,-7.557553768157959,-2.6653072834014893,4.408700466156006,178.39544677734375,84.47258758544922,22.9598445892334,27.82892608642578,10.903614044189453,17.814939498901367,12.475336074829102,10.498130798339844,12.945249557495117,8.727645874023438,11.7774658203125,8.234329223632812,9.60449504852295,0.02172827161848545,0.030385758727788925,0.02950206771492958,0.028380820527672768,0.027227848768234253,0.026019755750894547,0.02461124025285244,0.02294575609266758,0.021135710179805756,0.019333571195602417,0.0175490640103817,0.015628885477781296,0.013436446897685528,10.691344261169434,7.549337863922119,3.7116339206695557,3.4201595783233643,1.921988844871521,2.509514093399048,1.7321985960006714,1.6688497066497803,1.6427475214004517,1.4566329717636108,1.6244696378707886,1.215024471282959,1.3469263315200806,0.003535526804625988,0.004925778601318598,0.004737775307148695,0.004508533515036106,0.004286394454538822,0.004063713829964399,0.0038033672608435154,0.00349036674015224,0.0031516856979578733,0.0028247719164937735,0.002512302715331316,0.0021761846728622913,0.0017808050615713,2.2132956981658936,1.4743620157241821,0.7952010035514832,0.7109852433204651,0.4383331835269928,0.5834688544273376,0.33659273386001587,0.4113960862159729,0.38090819120407104,0.32934820652008057,0.3630177080631256,0.27620676159858704,0.28818702697753906
